met40,expriment,NA,99.07,0.85,NA,cmp.met40,303133,386001,327177,362533,526518,335863,399531,327560,328664,389712,239931,337251,247706,250365,250795,241750,254966,331981,225181,379323,278567,265945,246101,264437,302581,291660,272896,233828,265398,241743,277314,275407,320281,301060,268470,258241,327748,426993,295011,278050,270715,264526,292591,264274,299043,264602,357128,266379,274427,259123,153755,154291,185666,222352,155152,162230,196076,180167,218150,216456,322273,202957,185793,208729,202257,551262,183162,191210,205080,198545,458183,518528,437336,357544,449853,400005,415387,388401,418239,429395,391100,381931,492720,388131,388748,390541,395364,316231,344589,356731,364751,413854,308994,358078,610565,428240,476417,360616,274643,279005
met41,expriment,NA,91.1,1.98,NA,cmp.met41,6107,6015,5693,5881,6362,5930,5743,6217,5554,5527,5801,5291,5120,6021,5813,6133,6476,5551,5311,5718,6155,5857,5672,5706,5334,5503,6206,5625,5721,5135,5402,6436,5922,5887,5836,5146,5974,6088,5668,5193,5876,6096,5072,5699,5940,5390,5987,5941,5536,5970,5056,4621,4401,5732,5199,4901,5461,5327,5280,5886,6109,6492,5595,6572,5909,5297,4673,5532,5269,5456,5007,5810,5495,5786,5522,5126,5794,5772,6318,5299,5162,5243,5984,5507,5884,5601,5912,5424,5414,5654,5649,5008,5708,6000,4861,6932,6492,5788,5964,5650
met42,expriment,NA,84.15,1.58,NA,cmp.met42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met43,expriment,NA,75.16,0.19,NA,cmp.met43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met44,expriment,NA,165.26,0.46,NA,cmp.met44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met45,expriment,NA,88,0.14,NA,cmp.met45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met46,expriment,NA,74.43,1.07,NA,cmp.met46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met47,expriment,NA,131.98,1.6,NA,cmp.met47,28768,28880,30522,25964,23059,24040,38729,55395,20235,25194,61661,27873,106355,103479,19562,28848,27781,23736,84447,42234,26285,44544,39824,37592,59137,38582,31252,60241,62545,70592,42076,79782,16156,24250,17633,47157,46602,28267,41452,43072,43855,34125,21279,33658,25064,45404,35520,43703,93615,82954,54411,50522,35347,31171,57081,65917,52324,27563,59525,34293,31296,27380,43951,39236,41924,45031,60420,54523,24492,14113,44184,42185,27121,34126,26940,31511,26959,17044,29032,30416,26625,43144,31480,80254,15955,23247,29518,21802,26835,36652,18373,50643,36272,42700,36170,62285,37380,32504,33122,33064
met48,expriment,NA,132.57,1.57,NA,cmp.met48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met49,expriment,NA,207.46,0.83,NA,cmp.met49,194327,242875,208889,235197,326665,235603,261592,220024,220704,225771,171902,252438,187323,172440,197888,175910,190361,234422,182413,267051,196791,188157,173703,190323,202551,223103,193228,175409,195108,179065,188245,176637,217485,199210,187596,177353,214315,270066,194151,182401,192903,169532,175851,175669,177764,186206,225898,168513,195524,178424,133441,121304,155956,162446,123450,132171,150593,142199,169170,177886,220142,156635,158911,167857,157630,396736,128231,156373,149778,152715,319633,344314,276713,246019,291662,279834,278924,265634,273387,274812,250534,249239,313140,264504,244904,273024,281618,251818,240420,267023,263158,276761,214783,223188,373935,286188,322201,243118,212297,207364
met50,expriment,NA,201.15,1.17,NA,cmp.met50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met51,expriment,NA,218.52,1.13,NA,cmp.met51,16317,22415,16022,16637,15013,15986,15609,14726,14389,17348,17415,9584,13645,12007,13579,12843,12835,15349,11603,16162,12016,11898,12350,11114,13509,13205,12293,11001,13699,11185,14100,16264,20659,17318,16520,12275,17522,14083,14861,16111,17234,19941,13817,18108,15372,15954,20800,22572,15887,20053,15651,18437,11998,20277,18894,14839,17258,17398,13787,13570,20682,20347,19179,23581,19977,20405,11292,17287,19251,13302,15217,18291,18989,15792,16831,14430,16074,19431,19836,14559,15539,21581,19692,21396,16811,15307,17233,14923,14698,18511,14951,13522,13247,14513,9561,48206,22949,14166,11941,14525
met52,expriment,NA,79.29,1.29,NA,cmp.met52,74274,72791,79041,83086,57883,74857,147994,94662,34213,48348,74417,76850,26227,32872,78725,40510,83972,67401,65120,64946,22964,32209,34679,118815,70838,94729,95931,62192,67097,110833,62574,67075,112050,160621,102553,75588,37462,134050,120834,47246,98526,83450,71421,48159,80307,59099,160412,88885,72179,65371,51287,33090,90818,90925,162929,93772,106411,141275,83555,82519,107624,160856,145933,155609,67559,77212,174500,63459,55782,108356,48423,84869,33971,85932,66472,44736,75825,36274,68120,153633,56085,62252,78000,71646,46559,80905,72253,29874,30515,31416,155055,178245,48316,42829,66681,82539,93932,68270,101694,86435
met53,expriment,NA,168.42,1.14,NA,cmp.met53,917,1185,1060,1094,1038,1143,1117,1354,1037,1247,1002,1035,921,850,847,822,870,990,827,957,907,880,895,787,838,961,900,883,927,943,786,872,1004,949,902,792,913,797,771,928,911,957,881,926,955,869,1104,1108,913,949,911,850,810,818,833,747,944,860,824,887,885,955,807,943,938,835,822,870,874,922,971,1035,960,1035,1023,986,1037,1013,1032,896,990,932,969,963,920,1013,1029,951,947,963,969,935,920,1026,964,1048,1085,1017,1078,960
met54,expriment,NA,62.42,1.36,NA,cmp.met54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met55,expriment,NA,147.61,1.02,NA,cmp.met55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met56,expriment,NA,29.51,1.19,NA,cmp.met56,3937,6129,173,40,157,167,NA,1008,NA,77,2868,124,820,3425,456,NA,NA,NA,2838,43,NA,NA,NA,1138,NA,NA,7089,73,NA,615,NA,489,NA,NA,81,167,429,NA,191,53,NA,NA,125,NA,391,NA,NA,NA,10106,7956,2485,5988,543,629,2737,7983,6689,2897,124,1687,828,665,2476,52,73,1183,2520,401,2204,142,10421,219,NA,1315,NA,816,1164,4352,617,3439,441,2205,6032,NA,794,291,701,NA,28036,10412,1099,6405,620,64,2613,808,1945,1158,346,589
met57,expriment,NA,125.68,1.31,NA,cmp.met57,6715,5843,5878,6237,7204,6569,6088,6685,5834,6486,5467,4667,4891,5619,4885,5777,5545,5139,4732,5761,5214,5005,5410,4322,6572,5326,5331,4899,5126,4191,6647,7568,8098,7224,7318,5963,6999,7868,6067,6396,7347,7423,6932,6460,6970,6919,6765,7259,6343,6745,5260,5602,4948,6104,5470,5390,6494,5899,6007,5984,9198,7351,8276,7135,7949,10043,5344,6901,7541,6720,6679,7187,5957,6643,6768,5722,6916,6821,6239,5920,6012,6029,7983,6017,6530,7100,7289,6912,6514,6191,5173,5494,5824,5912,5082,26747,5565,5727,5871,5268
met58,expriment,NA,26.75,1.54,NA,cmp.met58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met59,expriment,NA,141.7,1.53,NA,cmp.met59,95,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA
met60,expriment,NA,178.13,0.98,NA,cmp.met60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met61,expriment,NA,48.06,1.75,NA,cmp.met61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met62,expriment,NA,129.33,1.5,NA,cmp.met62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,109,NA,NA,92,NA,NA,NA,157,NA,NA,100,NA,98,NA,103,NA,NA,NA,NA,159,NA,NA,NA,82,NA,NA,NA,NA,NA,73,79,198,NA,144,82,234,NA,79,NA,217,82,73,6905,3420,NA,NA,NA,3419,19217,7241,3936,3790
met63,expriment,NA,156.6,1.08,NA,cmp.met63,157405,155280,238864,162936,308688,144210,257054,74629,142908,159494,87375,180573,18828,49047,97656,50857,70512,150745,33317,186848,79019,97943,96009,45011,168888,139608,53374,53772,35661,106711,135981,92351,119767,143276,103703,91665,149769,257510,94449,105164,118288,60709,94610,47076,92156,67849,140703,51288,113266,49645,46125,66140,65098,43563,21225,36870,45220,65214,20433,73030,111845,57993,57993,47545,58594,250453,26828,61348,68969,65718,447744,280702,433024,280685,369139,284976,337804,388166,152940,151079,152339,132690,317551,139434,218058,172606,291755,101960,168315,216190,169925,149014,24508,54924,227124,71579,153583,149681,37902,28131
met64,expriment,NA,170.58,1.09,NA,cmp.met64,2423,6927,5939,6921,1501,5332,14683,7765,NA,1440,7993,4647,NA,2353,10215,836,8431,7842,5192,7034,NA,849,813,15552,7456,11929,11337,3159,4486,15601,1708,4927,10226,12647,7190,2609,889,8293,6951,1254,7833,5444,3187,1841,3794,1234,11706,5803,3153,5449,1121,2017,7019,16561,39735,15984,26903,28933,8842,8974,16877,32379,35296,32963,7112,6774,22275,3287,3024,16251,1330,4809,544,3666,3096,1397,3834,809,3156,11281,3584,2672,4723,3807,1590,3842,2861,542,680,311,13878,16312,1343,853,1564,2768,5510,3030,5956,5230
met65,expriment,NA,92.27,1.8,NA,cmp.met65,19964,22000,19233,17764,26400,21131,19714,19614,18654,18411,21607,27038,20897,20012,20185,18020,19613,20081,18622,25219,19788,18188,18155,17488,20616,19195,18594,16956,18535,16346,20972,21868,24127,21064,21851,19586,21094,27175,20791,19960,19463,19679,19494,18826,17900,18376,19944,18834,18417,17472,16782,16695,19603,18921,16582,15407,18566,19648,19597,21985,28551,23112,20418,20287,20151,15886,19905,18638,17752,17835,20114,21096,20347,19776,19689,19651,19343,20120,19806,18584,17641,19296,24589,20168,18715,18427,20158,18023,18334,21072,18670,18783,20396,19779,25477,20166,23191,19190,18476,19332
met66,expriment,NA,200.93,0.47,NA,cmp.met66,10576,11074,9686,9968,14717,10970,10392,9920,9749,9515,11898,16927,12579,11301,11787,11110,11520,11167,11418,15464,11930,10641,11180,10180,13334,11430,11624,10326,10808,9991,11690,11735,12964,11506,11659,10503,10965,16325,11075,10490,10930,10334,10576,9917,10121,9509,9849,9414,9923,10233,9235,8937,11198,9530,8465,7985,10168,10319,10131,12683,16837,11848,10639,10745,10827,7711,10674,9507,8831,8984,12079,13544,12187,11740,12403,12486,11539,12259,11513,11041,10236,10636,15990,10444,12165,12102,12902,10652,11137,13088,10475,10375,10816,11596,14728,10973,11192,9923,9655,9790
met67,expriment,NA,170.06,1.69,NA,cmp.met67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met68,expriment,NA,202.3,0.61,NA,cmp.met68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met69,expriment,NA,127.21,1.15,NA,cmp.met69,834,989,705,562,1572,951,1153,930,862,992,551,692,423,618,578,608,552,561,734,571,851,684,750,866,744,640,644,698,366,725,600,552,530,513,923,616,853,788,627,894,576,736,782,593,815,722,686,707,640,670,652,494,889,758,588,677,670,1052,876,1022,1357,855,1108,1042,1102,713,1281,913,1004,1253,1198,1028,999,1455,921,1081,1276,802,967,1046,1276,632,943,666,1269,1082,1147,1007,1221,1038,675,617,810,803,806,781,464,714,988,763
met70,expriment,NA,187.06,0.05,NA,cmp.met70,3706,8417,4703,5412,39449,4804,2031,2138,10476,1908,14820,36901,16034,6420,NA,15915,9678,13355,17786,62225,NA,18851,16771,5669,67662,18009,14381,16714,5601,7272,1467,4803,8645,3561,4363,2548,5412,18043,6274,3711,2503,6392,5431,4925,4064,2785,1540,5142,2449,649,4703,1250,2149,3325,3435,1173,2442,3044,2588,6272,18519,4299,3060,5108,2388,3652,8697,4196,4764,5271,6322,12787,5530,7549,9259,6495,9661,9705,13780,8227,6911,8686,31778,7283,11754,11146,12447,13544,13037,13003,1292,2282,1571,1921,5465,1874,3035,2023,1298,1704
met71,expriment,NA,33.15,0.9,NA,cmp.met71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met72,expriment,NA,177.14,1.56,NA,cmp.met72,6690,6822,6045,6487,6924,6269,6725,6514,5950,7008,5530,5930,5685,5557,5540,5808,5570,5747,5507,6522,5711,4965,5603,5519,6035,5897,5504,5321,6025,5103,7335,6563,7700,7216,6573,6431,7264,8594,6953,7098,6813,7236,6962,6563,6830,6532,7157,7049,6517,6410,6011,6038,6423,6674,6133,5464,6736,6445,6460,7343,8847,8061,8279,7483,7898,8271,7627,6832,7150,6645,7627,7431,6828,7090,7548,7939,7722,7113,7477,7119,6711,7050,9074,6961,7682,7456,8407,7343,7326,7400,4956,5176,5916,5979,6228,20379,6119,5719,5734,5232
met73,expriment,NA,210.38,0.78,NA,cmp.met73,27608,77541,22369,101192,365353,19737,11850,6572,6593,3936,18217,47325,14562,13338,4866,26700,8517,9715,8517,33998,8488,13356,40044,101931,37607,72800,3652,10914,12127,19417,1361,1102,32655,4090,1633,10902,3805,38063,1084,3816,1648,7062,808,3559,1924,4085,9249,7613,3014,4358,4497,66476,1147,6760,15762,5623,6755,2272,2281,10157,3392,9006,63095,19164,10133,184732,1120,4501,5636,6762,63087,21037,18408,2634,10506,15782,42049,13139,26285,39439,34196,110424,39430,92010,26302,26314,123564,21056,5276,47313,20078,4327,3594,29406,42317,14346,43041,15798,10752,13644
met74,expriment,NA,202.88,1.93,NA,cmp.met74,7899,8593,5303,7358,6950,6034,5547,5997,7245,7501,5888,5809,5744,4383,5499,3813,5596,6297,4335,6328,4587,4437,5737,5023,5707,6806,4955,4989,4331,4784,6130,5755,5207,5571,7627,5786,5840,6534,6003,6851,6340,6988,7327,7327,5825,5585,8232,6635,7099,6706,4117,6025,7264,5389,4802,5278,7132,7070,5595,6951,5623,7002,6704,5543,6761,5356,6332,6999,7050,6254,6178,5657,7521,7742,6305,7623,6647,7428,7866,6776,6415,5268,8096,7370,7678,6882,9272,6969,4694,6519,6704,6227,5498,6941,7203,6877,8526,5874,5560,5990
met75,expriment,NA,83.16,0.08,NA,cmp.met75,12373,12787,11325,12106,13060,13336,12075,12982,11453,12064,12870,12215,12371,12361,12299,11604,12437,12687,11451,12598,12834,12048,12188,12052,12341,11458,12447,11509,13227,10652,12777,13098,13499,13267,13422,12454,12967,14549,13592,13340,13213,13820,13269,12368,13501,11727,13525,13009,13438,13329,12662,11729,11816,13073,11998,11057,13019,13613,12984,14121,14693,14032,13584,13786,13746,12380,12290,11947,12910,12437,12118,12274,11820,12995,12283,12171,12744,12407,12051,12090,11764,12264,12941,12171,13265,11950,13983,11921,12305,12926,13573,13492,13686,14525,14459,16001,16224,14625,13945,12643
met76,expriment,NA,56.08,0.57,NA,cmp.met76,609,794,1347,199,690,874,1417,2549,375,214,3091,949,3907,4043,676,950,2114,1065,3491,646,960,2233,1715,4777,5195,1598,1381,2248,7224,10294,3799,5665,556,1180,937,2009,3222,660,1185,3714,3523,1371,472,363,1668,2654,365,702,2451,2647,5297,1623,804,201,3527,3371,961,1099,5228,1818,2249,608,2718,1188,1078,1387,2646,2968,278,371,4059,3118,450,1690,1606,2409,1004,165,999,1366,1390,690,1071,1728,548,1238,1763,252,2524,1066,487,2447,2607,2492,3408,4193,1914,2140,2822,440
met77,expriment,NA,26.2,0.84,NA,cmp.met77,9013,8941,8620,9742,8879,8628,9032,9184,8241,9790,9622,8952,9160,8913,8829,8990,9561,9348,8754,9405,9479,8718,9134,8093,9076,8978,9653,9219,10391,7994,9044,10421,9868,10057,9728,9510,10262,11094,8972,9957,10258,10462,9608,9700,10018,9251,8890,9179,9455,10246,10051,9530,9534,10004,8789,8210,9820,9400,9732,11094,10942,11174,9460,10367,10401,9283,9446,9004,8641,8569,11145,10648,9681,11189,9846,9606,10465,10050,11159,9716,9454,10148,10333,10173,11370,9596,11221,9324,10605,10772,10925,10877,10896,10611,11516,12858,12572,10836,11616,9652
met78,expriment,NA,70.8,0.97,NA,cmp.met78,12240,20436,19070,11097,15705,12153,5419,6156,5875,7492,12861,6935,11852,15611,10953,8112,6880,6912,11424,8189,6080,6277,5312,8522,8186,12296,14562,7095,13686,9397,9395,12170,4706,6034,3788,13569,13859,7645,14538,11069,6916,2489,5946,6264,14474,15906,26954,11087,9853,9070,8902,7557,11371,8162,10170,10292,7486,8348,7651,7019,8627,11282,3960,2582,18379,12610,7395,7031,8984,7008,10018,11429,9424,8277,12678,7157,21577,8624,9333,5135,9983,7761,5201,7822,12011,10664,11687,8178,13383,9635,19062,17958,8407,6314,10909,12234,11109,5944,7104,5400
met79,expriment,NA,184.96,0.09,NA,cmp.met79,7133,8543,6548,6819,7484,6778,6566,6577,6107,6625,7428,7972,7455,6702,7340,6576,7224,7135,6493,8806,6623,6511,6735,6990,8154,7626,7140,6150,6411,6373,6494,7006,8202,7067,8343,5991,7496,7425,7190,7436,7196,7463,7163,7013,7669,7327,7111,8004,7178,9182,6657,6145,6543,6394,5861,5990,6561,6539,6413,7490,9374,7912,7296,7894,8070,8119,6105,6785,7023,6206,6990,7835,7531,8025,8882,9195,7908,8190,7635,7779,6939,8094,8393,8894,7598,7628,7859,6729,6753,7759,6315,6811,6918,7008,6513,7621,8103,7054,6257,6134
met80,expriment,NA,103.06,1.83,NA,cmp.met80,12914,15640,11901,12424,13152,12605,12131,15397,13934,12952,3319,4959,3908,50196,3239,41478,3329,3148,3237,3473,3568,8385,3126,3094,3208,3049,3095,2904,3222,3401,7344,11159,8774,7345,6307,5881,6458,6807,6197,9238,13161,6823,7257,6092,6390,6470,6200,6789,7039,7273,11047,9454,29121,11131,9496,9502,11071,10915,10568,14445,44489,13576,11057,12269,13933,924805,12577,11136,11316,11354,13986,14329,13016,13467,13550,15002,14215,14079,13949,12857,12316,12576,13662,12886,14323,34735,18556,12627,13009,15607,12328,13553,13673,14583,13396,50049,15760,16837,13871,13483
met81,expriment,NA,113.23,1.95,NA,cmp.met81,12656,13483,12484,12725,16368,12940,12022,13059,13596,13286,10765,10794,9604,9874,10003,10919,9607,10171,9259,11246,10184,8699,9560,9493,10767,9208,10134,8801,9854,8620,12667,11170,14317,12257,12091,11293,12477,15060,12597,12252,12224,11794,12200,11364,13197,10642,12506,11790,11246,10702,11769,10717,11898,12684,10421,9695,11751,11632,11692,13325,16345,14772,14970,13203,13679,16608,13019,13238,13153,13366,11775,12210,11362,10996,12367,12088,12930,12458,12186,12284,11312,12506,16607,11363,12725,12724,14206,12110,11955,12497,9523,9398,10490,10978,11293,42868,10735,10556,9925,9611
met82,expriment,NA,116.64,0.1,NA,cmp.met82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
